pr,title,type,skip_reason,author,merged_by,merged_at,labels,merge_sha,url
#33992,[Bugfix] Fix CUDA compatibility path setting for both datacenter and consumer NVIDIA GPUs,runtime_bug,,ehfd,vllm-bot,2026-02-26,"bug, documentation, ready, ci/build, nvidia",160424a937d373101818876103227cc986887b55,https://github.com/vllm-project/vllm/pull/33992
#35210,[BugFix] Fix fp4 quant kernel on CUDA 12.8,runtime_bug,,LopezCastroRoberto,vllm-bot,2026-02-26,"bug, ready, nvidia, quantization",86c3b5a808506e325fd7e59d86d83170fc98c93c,https://github.com/vllm-project/vllm/pull/35210
#34887,[BugFix] anthropic/serving_messages: fix tool call arguments streaming,runtime_bug,,dtrifiro,NickLucche,2026-02-26,"bug, frontend, ready",4a9c07a0a2b8308a045476b48be29e37c349274b,https://github.com/vllm-project/vllm/pull/34887
#35298,[BugFix][XPU] Fix speculative decoding on Intel XPU due to bug with `IGC_ForceOCLSIMDWidth=16`,runtime_bug,,ofirzaf,jikunshang,2026-02-26,"bug, ready",a07c4c59392aeffd619ac0a6a1c10fc364cf6840,https://github.com/vllm-project/vllm/pull/35298
#35250,[Bugfix][Hardware][AMD] Gate FP4 ops on gfx950 to prevent MI300X crash,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),c0de128,tjtanaa,2026-02-26,"bug, rocm, ready",ade81f17feeebef775e8cddf9a8f23848ec694a3,https://github.com/vllm-project/vllm/pull/35250
#35289,[Bugfix] [Qwen3.5]Fix Qwen3.5 FP8 quantization: tuple shard_id weight loading,runtime_bug,,Alibaba-HZY,Isotr0py,2026-02-26,"bug, ready, qwen",32693db8cea5cb9099c4e9d9876def97fdbc5387,https://github.com/vllm-project/vllm/pull/35289
#35368,[Bugfix] Fix Qwen2.5-Omni and Qwen3-Omni mixed-modality embed regression,runtime_bug,,linyueqian,DarkLight1337,2026-02-26,"bug, ready, multi-modality, qwen",c0615a296d44ce1963d795ea65dcff6172b4ae8d,https://github.com/vllm-project/vllm/pull/35368
#34336,[Bugfix] fix device_name for routing replay,runtime_bug,,Li-Yongwen,DarkLight1337,2026-02-26,"bug, ready",c6ca51598adced41f4a1f5481a137e4cb42c71cc,https://github.com/vllm-project/vllm/pull/34336
#35275,[Bugfix] Fix uint32 overflow in Mamba selective scan state pointer arithmetic,runtime_bug,,Josephasafg,heheda12345,2026-02-26,"bug, ready",ec13e549d3e1de13d05af759cc8bef3f7cf5e318,https://github.com/vllm-project/vllm/pull/35275
#35352,[Bug] Fix missing <think> tag after tool call in MiniMax 2.1,runtime_bug,,stingoChen,chaunceyjiang,2026-02-26,"bug, ready",7fea7250a46c88c1ba9684d7774d2c4ac17c4b90,https://github.com/vllm-project/vllm/pull/35352
#35125,[BugFix][kv_offload]: Fix kernel block size detection,runtime_bug,,orozery,NickLucche,2026-02-26,"bug, ready, v1",f2ad952f40a98e0bb7f89763c51a73124ccc20a6,https://github.com/vllm-project/vllm/pull/35125
#34396,[BugFix] Align fused MoE-LoRA kernel config with actual weight shapes ,runtime_bug,,RunkaiTao,jeejeelee,2026-02-26,"bug, ready",a1f53addb132f75704710184f4c1cc4780343329,https://github.com/vllm-project/vllm/pull/34396
#35354,[Bugfix] Remove erroneous lower bound on LoRA vocab size constraint,runtime_bug,,LucasWilkinson,simon-mo,2026-02-26,"bug, ready",5e58bdc7113a2c62a9bfb71304d0d1563b0da7f3,https://github.com/vllm-project/vllm/pull/35354
#35429,[Bugfix] Fix MessageQueue connect_ip for cross-node data parallelism,runtime_bug,,luccafong,luccafong,2026-02-26,"bug, ready, v1",0f2f24c8b205b5bf2dadacf1f95f1ad9f7de73e0,https://github.com/vllm-project/vllm/pull/35429
#35430,[Bugfix] Fix KV Scale loading for MLA Models,runtime_bug,,pavanimajety,mgoin,2026-02-26,"bug, ready",6283021142bbf5ee324395dad5e80b8661400329,https://github.com/vllm-project/vllm/pull/35430
#35184,[Bugfix] Emit reasoning_part events in simple streaming path for Resp…,runtime_bug,,daniel-salib,chaunceyjiang,2026-02-27,"bug, frontend, ready",d43048ce0585e6c9178f212aa0b7aeed95eb48df,https://github.com/vllm-project/vllm/pull/35184
#35413,[Bugfix] Fix Qwen3NextForCausalLM packed_modules_mapping,runtime_bug,,jeejeelee,vllm-bot,2026-02-27,"bug, ready, qwen",1e5ad9b74f70f4690dff629598d414ee27116b85,https://github.com/vllm-project/vllm/pull/35413
#35314,[Bug] Fix outdated links in source code,runtime_bug,,yewentao256,yewentao256,2026-02-27,"bug, documentation, ready, ci/build",062b7896324df60d5c03f66201902122f6cb8901,https://github.com/vllm-project/vllm/pull/35314
#35434,[BugFix] Repo utils debug print patch,runtime_bug,,pi314ever,njhill,2026-02-27,"bug, ready",1a8c71674e8bf522506bfe7ea904808df17ad661,https://github.com/vllm-project/vllm/pull/35434
#35424,[Bugfix] disable allreduce_rms_fusion by default when pp size > 1,runtime_bug,,ZJY0516,ProExpertProg,2026-02-27,"bug, ready",487e5c51f72739981d7af3d0d42386ae4fe7824f,https://github.com/vllm-project/vllm/pull/35424
#35369,[Bug] correct out dtype of rms_norm_gated native path,runtime_bug,,zufangzhu,jikunshang,2026-02-27,"bug, ready",516cf26698f07d2c92dd61bd5541ceb1376401bc,https://github.com/vllm-project/vllm/pull/35369
#33088,[Bugfix] Use 'sum' reduction instead of 'avg' in Async TP reduce-scatter,runtime_bug,,wangxingran222,ProExpertProg,2026-02-27,"bug, ready",07bdabef03c78c9dc6beb549185930888ec6f2ce,https://github.com/vllm-project/vllm/pull/33088
#35456,[Bugfix] Replace assert with ValueError for response_format validation in completions endpoint,runtime_bug,,umut-polat,DarkLight1337,2026-02-27,"bug, frontend, ready",b66a74649e40022c6b1180b98fbb1b6e4b4af74a,https://github.com/vllm-project/vllm/pull/35456
#35423,[Bugfix] Add missing activation attr to RMSNormGated,runtime_bug,,Tib-Gridello,jikunshang,2026-02-27,"bug, ready",6467b635b6acfd5b30dd31804c79ef70ad4bf834,https://github.com/vllm-project/vllm/pull/35423
#35082,[Bugfix] Fix DCP + FA3 crash due to missing num_splits in _forward_with_dcp,runtime_bug,,haosdent,DarkLight1337,2026-02-27,"bug, ready, v1",6d4f9d3ad5aa3750697edcf013ad080619ae25e9,https://github.com/vllm-project/vllm/pull/35082
#35487,[Bugfix] Fix check_interleaved_audio_video false positive for batched non-interleaved requests,runtime_bug,,linyueqian,vllm-bot,2026-02-27,"bug, ready, multi-modality, qwen",e8249378e414d76387a027a6ffb5bde8b9aff765,https://github.com/vllm-project/vllm/pull/35487
#33646,[Bugfix] Handle case when kimi ends reasoning with a tool call,runtime_bug,,koush,chaunceyjiang,2026-02-27,"bug, ready",9251ed5c4fc6c954a5cdc5399d9d4f25ea5a8dd3,https://github.com/vllm-project/vllm/pull/33646
#35097,[BugFix] Fix 3D rope in transformers backend,runtime_bug,,zucchini-nlp,hmellor,2026-02-27,"bug, ready",fd6de37fcafe9540ed821256877127df75d74db8,https://github.com/vllm-project/vllm/pull/35097
#35420,[Bugfix] Add monkeypatch to prevent race condition from writing,runtime_bug,,Lucaskabela,zou3519,2026-02-27,"bug, ready",234a65b781d9dc51d28aebb208096baa8fe0458e,https://github.com/vllm-project/vllm/pull/35420
#35404,[Bugfix][Model] Fix gpt-oss batch invariance,runtime_bug,,jzakrzew,yewentao256,2026-02-27,"bug, ready, gpt-oss",1f3dbd95fd13849e974f1f31ff36b3e91d7768bc,https://github.com/vllm-project/vllm/pull/35404
#35537,[Bugfix] Fixes for SLA finder,runtime_bug,,DarkLight1337,vllm-bot,2026-02-28,"bug, documentation, performance",fd68cd132bbd8844d733ef9069e0d3b28f11c20e,https://github.com/vllm-project/vllm/pull/35537
#35503,[Bugfix] Propagate compilation_time from workers to main process for TP>1,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),huydhn,zou3519,2026-02-28,"bug, ready, v1, cpu",7b346ba8ed546ad274a7905ccfd9f3c0c242226a,https://github.com/vllm-project/vllm/pull/35503
#35510,[Bugfix] Move chat completion response_format validation to Pydantic model_validator,runtime_bug,,umut-polat,vllm-bot,2026-02-28,"bug, frontend, ready",1d5ab5d603792e6c96584c3c6f4cd50b9925690f,https://github.com/vllm-project/vllm/pull/35510
#33671,[Feature]Supports Anthropic Thinking Block,not_bugfix,not a bugfix (Feature/Perf/CI/Refactor),mariohong128,chaunceyjiang,2026-02-28,"bug, frontend, ready",0892d1ab1f9b3476f31811e851d7b3705dfeaefe,https://github.com/vllm-project/vllm/pull/33671
#35557,[Bugfix] Fix Anthropic API base64 image handling in Messages endpoint,runtime_bug,,voipmonitor,DarkLight1337,2026-02-28,"bug, frontend, ready",95a395dbec08e795ea4eb30494b7a86c8e906c08,https://github.com/vllm-project/vllm/pull/35557
#35617,[Bugfix][Model] Fix Qwen3.5/Qwen3Next ignoring --dtype flag on older GPUs,runtime_bug,,lailoo,Isotr0py,2026-03-01,"bug, ready, qwen",afd089f231d714e7fd06b51e3bc7df7fe004c7f9,https://github.com/vllm-project/vllm/pull/35617
#35256,[Bugfix] Fix dtype mismatch in RMSNormGated.forward_native() during torch.compile,runtime_bug,,haosdent,zou3519,2026-03-01,"bug, ready",6290470843c131681e3e1318ae71070a34f33225,https://github.com/vllm-project/vllm/pull/35256
#34832,"Revert ""[Bugfix] Disable TRTLLM attention with KV transfer enabled (#33192)""",runtime_bug,,ZhanqiuHu,NickLucche,2026-03-01,"bug, ready, v1, nvidia",57a96e26c913cb9fae96c9e600fa4ff10dc40a1a,https://github.com/vllm-project/vllm/pull/34832
#35505,[MyPy][BugFix] Check profiler is assigned before calling start() on it ,not_bugfix,not a bugfix (Feature/Perf/CI/Refactor),hickeyma,hmellor,2026-03-02,"bug, ready, v1",87c98b023693dc95a49352e9e66da82ff2967571,https://github.com/vllm-project/vllm/pull/35505
#34119,[Fix Bug]`num_active_loras` always equals to zero ,runtime_bug,,RunkaiTao,jeejeelee,2026-03-02,"bug, ready, v1, gpt-oss",ada4f4fadd20372b1bf349961a1e442b2d07c53d,https://github.com/vllm-project/vllm/pull/34119
#35587,[BugFix][Model]Fix the garbled code in Ernie4.5-VL caused by fast_moe_cold_start,runtime_bug,,CSWYF3634076,ProExpertProg,2026-03-02,"bug, ready",2a9e3347e9fbefc4bf991b60dc45a8c156d8696f,https://github.com/vllm-project/vllm/pull/35587
#35788,[BUG] Fix rlhf_async example,runtime_bug,,hao-aaron,robertgshaw2-redhat,2026-03-02,"bug, documentation, ready",cad21918e3f1a13353d6fcc1f1f431d6d3baf964,https://github.com/vllm-project/vllm/pull/35788
#35741,[Bugfix] Fix missing sequence_lengths in qwen3_omni_moe_thinker,runtime_bug,,yeqcharlotte,ywang96,2026-03-02,"bug, ready, qwen",fa6a6be51978bd4b49ba0da17039e60f96dc5b13,https://github.com/vllm-project/vllm/pull/35741
#35797,[Bugfix] Fix MM processor test for Qwen3.5,runtime_bug,,ywang96,robertgshaw2-redhat,2026-03-02,"bug, ready, multi-modality, qwen",1b82b433fca28bcf7c9f1e8053d3abab61eaa4db,https://github.com/vllm-project/vllm/pull/35797
#35773,[BugFix] Fix cmake based incremental install (wrong vllm install dir),runtime_bug,,LucasWilkinson,vllm-bot,2026-03-03,"bug, ready, ci/build",f44d1ddc8cf71e9d48fd9aa6633341fa11f395f9,https://github.com/vllm-project/vllm/pull/35773
#35754,[Bugfix] Avoid src/dst as None in irecv/isend_tensor_dict,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),bigPYJ1151,vllm-bot,2026-03-03,"bug, ready, ci/build, cpu",440f0e7dc6cb0adfc9c3c98076939668b90c4bf2,https://github.com/vllm-project/vllm/pull/35754
#34552,[BugFix] Add support for MTP num_speculative_tokens > 1 with sparse MLA,runtime_bug,,LucasWilkinson,vllm-bot,2026-03-03,"bug, speculative-decoding, ready, v1",28ef9ba399340ea7013df8cd1c359b07acc0a302,https://github.com/vllm-project/vllm/pull/34552
#35601,[ROCm][Bugfix]: Disable AITER Triton ROPE by default,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),Rohan138,gshtras,2026-03-03,"bug, rocm, ready",3a8eef5869b8997af22f7b204eba56f9e654875e,https://github.com/vllm-project/vllm/pull/35601
#35813,[Bugfix] Fix misnamed parameter in compressed_tensors_moe.py,runtime_bug,,bnellnm,robertgshaw2-redhat,2026-03-03,"bug, ready",a9b8b13e5cdc52aa7f4472d4d21f178e3805bcdd,https://github.com/vllm-project/vllm/pull/35813
#35917,[Model Runner V2] Fix inputs_embeds=None bug for MM models,runtime_bug,,WoosukKwon,WoosukKwon,2026-03-03,"bug, v1",467886a0c48b37552c8a2f3bdea99e96f2e98f8c,https://github.com/vllm-project/vllm/pull/35917
#35916,[Bugfix] Fix coord_socket assertion in DPEngineCoreProc for offline DP mode,runtime_bug,,jaewonlee-fb,zhuohan123,2026-03-04,"bug, ready, v1",f22ff2958c398ae0950598cdbb9c677c027fa5db,https://github.com/vllm-project/vllm/pull/35916
#33607,[Bugfix] Fix EVS implementation for Qwen3 VL,runtime_bug,,2ez4bz,ywang96,2026-03-04,"bug, ready, v1, multi-modality, qwen",70c73df69ee28fec37781d9bc82a994619ab95b1,https://github.com/vllm-project/vllm/pull/33607
#35711,[Bugfix] Guard mm_token_type_ids kwarg in get_mrope_input_positions,runtime_bug,,AndreasKaratzas,hmellor,2026-03-04,"bug, ready",edba15045a7419922e7a2e21e5a684682b5b8e05,https://github.com/vllm-project/vllm/pull/35711
#35835,[BugFix] Support tool_choice=none in the Anthropic API,runtime_bug,,ZhongsJie,chaunceyjiang,2026-03-04,"bug, frontend, ready",7cdba98edf15f695d74f50a0fbe6882eb393f5cf,https://github.com/vllm-project/vllm/pull/35835
#35616,[Bugfix] Improve engine ready timeout error message,runtime_bug,,lailoo,robertgshaw2-redhat,2026-03-04,"bug, ready, v1",097eb544e9a22810c9b7a59e586b61627b308362,https://github.com/vllm-project/vllm/pull/35616
#35869,[Bugfix] Add missing dynamic_arg_dims for Qwen3-ASR torch.compile,runtime_bug,,TheCodeWrangler,Isotr0py,2026-03-04,"bug, ready, qwen",36bf2131816eb6d75fcf22adb3734850e90cfb98,https://github.com/vllm-project/vllm/pull/35869
#35893,[ROCm][Bugfix] Fall back from CK MXFP4 MoE when GEMM dimensions are unsupported,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),ChuanLi1101,tjtanaa,2026-03-04,"bug, rocm, ready",5dc3538736e40428d388f6980025340f4f7524af,https://github.com/vllm-project/vllm/pull/35893
#34571,[Bugfix] Cap FULL decode cudagraph sizes for Mamba/hybrid models (#34094),runtime_bug,,haosdent,tdoublep,2026-03-04,"bug, ready, v1, nvidia",d6e04f4c43612eb9fbbafc3723da8144d54dfde9,https://github.com/vllm-project/vllm/pull/34571
#35846,[Bugfix][CPUOffloadingManager] Prevent eviction of already-stored blocks in LRU/ARC `prepare_store()`,runtime_bug,,ronensc,orozery,2026-03-04,"bug, ready, v1",bb6888b8b1a03e683ff4ed5f1fb6df5a0582fd6f,https://github.com/vllm-project/vllm/pull/35846
#35656,[Bugfix][Model] Fix FP8 k_scale/v_scale not loaded for Qwen3-MoE,runtime_bug,,oneraghavan,Isotr0py,2026-03-04,"bug, ready, qwen",c8c3935b701380aee7494f7f5021e8e06de2d9b7,https://github.com/vllm-project/vllm/pull/35656
#34783,[BugFix] Fix implicit and incorrect assumption on ECConnector is_producer,runtime_bug,,furionw,NickLucche,2026-03-04,"bug, documentation, ready, v1, kv-connector",6aa6ad8992a928777f840a843f897ed4cb04c763,https://github.com/vllm-project/vllm/pull/34783
#35996,[Bugfix] Make `kaldi_native_fbank` optional,runtime_bug,,DarkLight1337,vllm-bot,2026-03-04,"bug, ready, ci/build",ead7bde1ab2ba939f0c3a73b3c829860d82888c8,https://github.com/vllm-project/vllm/pull/35996
#36013,[Bugfix] Fix race in non-blocking num_accepted_tokens GPU->CPU copy,runtime_bug,,tdoublep,njhill,2026-03-04,"bug, ready, v1",be0a3f7570726ca49cc9b53f9b48175418bddda0,https://github.com/vllm-project/vllm/pull/36013
#36017,[Bugfix] Fix passing of activation_type to trtllm fused MoE NVFP4 and FP8,runtime_bug,,amitz-nv,benchislett,2026-03-04,"bug, ready, nvidia",d7adcadb9bf4c7ea240fcc6cc668192bc2260ec0,https://github.com/vllm-project/vllm/pull/36017
#35849,[Bugfix] Fix score layer quantization for sequence classification models  - Qwen3 (VL) Reranker,runtime_bug,,gkswns0531,vllm-bot,2026-03-05,"bug, ready, qwen",f600d5192e287f122b358044f52e17b1d23c06ab,https://github.com/vllm-project/vllm/pull/35849
#36036,[Bugfix] Fix block_size for hybrid model MTP,runtime_bug,,benchislett,benchislett,2026-03-05,"bug, speculative-decoding, ready, v1",57c629e9c1ce10ae649c5cb7411770ac31240bb0,https://github.com/vllm-project/vllm/pull/36036
#36114,[Bugfix] Fix mypy errors in hermes_tool_parser.py,runtime_bug,,842974287,DarkLight1337,2026-03-05,"bug, ready",3c23ac840e758e7b4ff34752e25d9eac12e4a3da,https://github.com/vllm-project/vllm/pull/36114
#35976,[Bugfix] Fix RunAI streamer crash with S3-hosted model paths,runtime_bug,,AjAnubolu,hmellor,2026-03-05,"bug, frontend, ready, v1",ed81d5edd16b0d933d0e1115003c258dcecd991c,https://github.com/vllm-project/vllm/pull/35976
#36140,[Bugfix] Fix Qwen-VL tokenizer implementation,runtime_bug,,DarkLight1337,vllm-bot,2026-03-05,"bug, performance, ready, qwen",719634815791ad97cf1e35ad52d4e39e630aeafd,https://github.com/vllm-project/vllm/pull/36140
#34934,[Bugfix][CI] fix typos,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),1195343015,hmellor,2026-03-05,"bug, documentation, performance, rocm, structured-output, frontend, ready, ci/build, v1, multi-modality, qwen, deepseek, cpu, kv-connector, nvidia",6a895197fafa7069be75ff615709b77546bcec30,https://github.com/vllm-project/vllm/pull/34934
#35994,[BUGFIX]Fix Qwen-Omni models audio max_token_per_item estimation error leading to encoder_cache_size is 0,runtime_bug,,jjmiao1,vllm-bot,2026-03-05,"bug, ready, qwen",e998fa76b99a73ba923adeb7457376228269cc9c,https://github.com/vllm-project/vllm/pull/35994
#36146,[Bugfix] Disable FlashInfer TRTLLM BF16 path for non-gated MoE,runtime_bug,,tomeras91,vllm-bot,2026-03-05,"bug, ready, nvidia",86483ca7749b3d7a2ae16283a7896c203983f1ef,https://github.com/vllm-project/vllm/pull/36146
#36059,[BugFix] Fallback from FA4->FA2 for Batch Invariance,runtime_bug,,frankwang28,yewentao256,2026-03-05,"bug, ready, v1",a57c877f18188cb7bafc0fc5309b6c88fe2a8f66,https://github.com/vllm-project/vllm/pull/36059
#36156,[Bugfix] Fix simple Mistral-Small example,runtime_bug,,DarkLight1337,vllm-bot,2026-03-06,"bug, documentation, ready",de00ebeac4abddafff9f23bb598a6619b5892261,https://github.com/vllm-project/vllm/pull/36156
#34754,[Bug] Fix a corner case in _process_simple_streaming_events,runtime_bug,,842974287,vllm-bot,2026-03-06,"bug, frontend, ready",8e87cc57f1b071d69a93b5d5aa27a5841f817739,https://github.com/vllm-project/vllm/pull/34754
#35478,[BugFix] Fix engine hanging after KV cache initialization failure,runtime_bug,,842974287,vllm-bot,2026-03-06,"bug, ready, v1",0a208d1f549a5e35605af5b01685d64cd727b73b,https://github.com/vllm-project/vllm/pull/35478
#35892,[Bugfix] Fix inner_dp_world initialization order for multi-node TP,runtime_bug,,zyongye,vllm-bot,2026-03-06,"bug, ready, ci/build, v1",86e1060b17d9042ab8f7b7baba26b1d6cbc36c2b,https://github.com/vllm-project/vllm/pull/35892
#36197,[Bugfix] Fix misleading context length error messages,runtime_bug,,AjAnubolu,vllm-bot,2026-03-06,"bug, frontend, ready",43f10573c9701df093f6523da43cc1a2fac1b3b3,https://github.com/vllm-project/vllm/pull/36197
#36191,[BugFix] avoid infinite loop with VLLM_PORT and get_open_ports_list,runtime_bug,,walterbm,vllm-bot,2026-03-06,"bug, ready",43e77e59abcaf0764aa6851fcc2bc9b86d4afdba,https://github.com/vllm-project/vllm/pull/36191
#36150,[bugfix] add api process rank in default multimodal request,runtime_bug,,fake0fan,DarkLight1337,2026-03-06,"bug, ready",fcb73f306ccedb07ff33e3e3696018f66ccd40ea,https://github.com/vllm-project/vllm/pull/36150
#36165,[Bugfix] Fix `cudagraph_mode:FULL` dispatch (This does not impact `FULL_AND_PIECEWISE` (default)),runtime_bug,,TQCB,mgoin,2026-03-06,"bug, ready, v1, nvidia",39f9ea0da4a45e9638937b062f86f03db313a0d8,https://github.com/vllm-project/vllm/pull/36165
#36068,[Bugfix] Quickfix followups to busy loop removal in #28053,runtime_bug,,tjohnson31415,vllm-bot,2026-03-06,"bug, ready, v1",6b625a8807f4c82137c46d58dfb38f8eeef4865c,https://github.com/vllm-project/vllm/pull/36068
#36262,"Revert ""[BugFix] Fix engine hanging after KV cache initialization fai…",runtime_bug,,njhill,vllm-bot,2026-03-06,"bug, v1",26bd43b52df305c5610efed9e72261d263b9fe75,https://github.com/vllm-project/vllm/pull/36262
#36290,[BugFix] Avoid ignored trust_remote_code warnings,runtime_bug,,njhill,njhill,2026-03-07,"bug, speculative-decoding, ready",c7f32e08c2e49665621be72f8e83d6433b2564d1,https://github.com/vllm-project/vllm/pull/36290
#36247,[Bugfix] Fix compressed-tensors quantization failure for DeepSeek-R1 on MI300x,runtime_bug,,vllmellm,tjtanaa,2026-03-07,"bug, ready, deepseek",ee8a29511fc69e3f0f6291fa6ff1cf6e47f7750d,https://github.com/vllm-project/vllm/pull/36247
#35931,[Bugfix][LMCache][KVConnector] fix potential memory leak in LMCache multiprocess mode,runtime_bug,,royyhuang,simon-mo,2026-03-07,"bug, ready, kv-connector",63298ee17350e4eda3f574eab16286bc405b23a6,https://github.com/vllm-project/vllm/pull/35931
#35815,[Bugfix] Fix CPU OMP autobind assertion to use local_world_size,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),weiguangli-io,vllm-bot,2026-03-09,"bug, ready, v1, cpu",43aa3892314f8336f83a9fbe614899ddcf0e1df8,https://github.com/vllm-project/vllm/pull/35815
#36243,[Bugfix] Skip out-of-stage layers in get_layers_from_vllm_config for pipeline parallel,runtime_bug,,tusharshetty61,vllm-bot,2026-03-09,"bug, ready, v1",c4d859c274960d62f0b2ff6e7ac96be452994b55,https://github.com/vllm-project/vllm/pull/36243
#36430,[Bugfix] Avoid to replace non-tensor members in cpu model runner,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),bigPYJ1151,jikunshang,2026-03-09,"bug, ready, v1, cpu",217f27598dbf3cc8ec0765cc3a41b667939ce6bb,https://github.com/vllm-project/vllm/pull/36430
#36300,[Bug] Fix pooling model benchmark script,runtime_bug,,yewentao256,MatthewBonanni,2026-03-09,"bug, performance, ready",be292b7c14e08e6e6883d5ebee79240d04814159,https://github.com/vllm-project/vllm/pull/36300
#36416,[Bugfix] Clear stale CG keys after memory profiling,runtime_bug,,MatthewBonanni,MatthewBonanni,2026-03-09,"bug, ready, v1, nvidia",00c4cb5606ae4f7ba80485f4a2756df33a2d4065,https://github.com/vllm-project/vllm/pull/36416
#36475,[bugfix] fix nvlink for nixl/ucx,runtime_bug,,youkaichao,youkaichao,2026-03-09,"bug, ready, kv-connector",f85b4eda3a22fedd885ef31650c825d56867587e,https://github.com/vllm-project/vllm/pull/36475
#36242,[Bugfix] Fix Qwen3-Next in_proj_ba weight sharding with TP > 1,runtime_bug,,AjAnubolu,ywang96,2026-03-10,"bug, ready, qwen",4e95ec111cd179f2ab0f6931bf57663f828a51ec,https://github.com/vllm-project/vllm/pull/36242
#36553,[BugFix] Remove incorrect assert in split_decodes_and_prefills,runtime_bug,,WoosukKwon,WoosukKwon,2026-03-10,"bug, ready, v1",006aea17d7de338ab9f9e13bfe566715782d19a4,https://github.com/vllm-project/vllm/pull/36553
#36557,[Bugfix] Fix `RuntimeError: Already borrowed` that degrades VLM serving throughput under concurrent load.,runtime_bug,,hallerite,vllm-bot,2026-03-10,"bug, ready",d0cd736caadafea1ec1721737af432d8b0a7e919,https://github.com/vllm-project/vllm/pull/36557
#35219,[BUGFIX][Mamba][Qwen3.5] Zero freed SSM cache blocks on GPU,runtime_bug,,vadiklyutiy,ywang96,2026-03-10,"bug, ready, v1, qwen, ready-run-all-tests",4ff8c3c8f9ece010a1d0e376f5cc1b468b95f366,https://github.com/vllm-project/vllm/pull/35219
#36630,[Bugfix] Fix processor signature,runtime_bug,,zucchini-nlp,vllm-bot,2026-03-10,"bug, ready",8850738b700cca34448fbafbc8ac41bcad5a2e17,https://github.com/vllm-project/vllm/pull/36630
#36595,[Bugfix] Avoid merging empty-only partitions into splitting-op subgraphs,runtime_bug,,ZJY0516,vllm-bot,2026-03-10,"bug, ready, ready-run-all-tests",ca5fb4bbd85244fafba72fb91523c657025998a3,https://github.com/vllm-project/vllm/pull/36595
#36633,FunASR model bugfix,runtime_bug,,AllenDou,vllm-bot,2026-03-10,"bug, ready",aefc59f088665b23c0285c7f77c32b365efaa5dc,https://github.com/vllm-project/vllm/pull/36633
#36519,[Bugfix][Sparse MLA] report indexer CG support properly,runtime_bug,,MatthewBonanni,vllm-bot,2026-03-10,"bug, ready, v1",9095cbbfb6f68f3f7abc7f55c74768e9f7b1d0a7,https://github.com/vllm-project/vllm/pull/36519
#36626,[Model Runner V2] Use unpadded num_tokens for PW CUDA graph attn metadata,runtime_bug,,WoosukKwon,WoosukKwon,2026-03-10,"bug, v1, nvidia",f088a831dd6c35d995c4232cc2462c024c61925b,https://github.com/vllm-project/vllm/pull/36626
#36296,[Bug] Fix TRTLLM Block FP8 MoE Monolithic,runtime_bug,,wzhao18,robertgshaw2-redhat,2026-03-11,"bug, ready, nvidia",84e436ed1c94b1b94f809927b5d6bff45f7af919,https://github.com/vllm-project/vllm/pull/36296
#36691,[Bugfix] Fix DeepSeek V3.2 OOM during CG memory profiling,runtime_bug,,MatthewBonanni,MatthewBonanni,2026-03-11,"bug, ready, v1, deepseek",8ab3d7427cf54f2505c934344c7c7ecd2ce32c99,https://github.com/vllm-project/vllm/pull/36691
#35194,[Bugfix] Surface exceptions from non-blocking execute_model in UniProcExecutor to avoid DP deadlocks,runtime_bug,,fangyuchu,njhill,2026-03-11,"bug, ready, v1",fa0d353acfa3de7610fdcdb6d23b3b34109c5749,https://github.com/vllm-project/vllm/pull/35194
#35923,[Bugfix] Add Multiple of 16 block_size to triton fallback on rocm Attention to support qwen3_5,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),JartX,DarkLight1337,2026-03-11,"bug, documentation, rocm, ready, v1, qwen",a40ee486f273eaaa885dafd0526f42f3a5b960c9,https://github.com/vllm-project/vllm/pull/35923
#36593,[XPU]Bug fix for some unexpected error when use AgRs backend on XPU device.,not_bugfix,not a bugfix (Feature/Perf/CI/Refactor),ys950902,jikunshang,2026-03-11,"bug, ready, v1",c910eeb125003ebe19e0f4e6d27d335061597e81,https://github.com/vllm-project/vllm/pull/36593
#36635,[NemotronH] Small fix reasoning parser,runtime_bug,,roikoren755,ywang96,2026-03-11,"bug, ready, nvidia",e661b9ee83d9d3c6c84c4e1acbe7e0280832e7c4,https://github.com/vllm-project/vllm/pull/36635
#36321,[Bugfix] Support other quantization methods in glm41v,runtime_bug,,LoganJane,Isotr0py,2026-03-11,"bug, ready",545d18d81bf11761e51c2b11a006573c2ae366c1,https://github.com/vllm-project/vllm/pull/36321
#36136,[Bugfix] Fix Qwen3-VL timestamp mismatch when using num_frames without fps,runtime_bug,,weiguangli-io,vllm-bot,2026-03-11,"bug, ready, multi-modality, qwen",724759684cd97a7a8625513c9a61bf95eaa396f1,https://github.com/vllm-project/vllm/pull/36136
